Tipo,Município Beneficiado,Proponente,Tipo,Data de seleção,Previsto até e pós 2010,Estágio
Habitação,Piquete,Município,Provisão Habitacional - Loteamento Santa Isabel,1/8/2010," R$ 534.100,00 ",Em Obra
Habitação,Piracaia,Município,Elaboração de Plano Local de Habitação,set/07," R$ 51.500,00 ",Concluída
Habitação,Piracicaba,Município,Elaboração de Plano Local de Habitação,set/07," R$ 71.700,00 ",Em Execução
Habitação,Piracicaba,Município,Provisão Habitacional - Favela do Cantagalo,set/07," R$ 2.181.400,00 ",Em Obra
Habitação,Piraju,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 71.700,00 ",Em Execução
Habitação,Pirajuí,Município,Provisão Habitacional - Nova Pirajuí,1/8/2010," R$ 593.100,00 ",Em Obra
Habitação,Pirapozinho,Município,Elaboração de Plano Local de Habitação,set/09," R$ 66.400,00 ",Ações Preparatórias
Habitação,Pongaí,Município,Provisão Habitacional - sede do município,1/8/2010," R$ 185.300,00 ",Em Obra
Habitação,Populina,Município,Provisão Habitacional - sede do município,1/8/2010," R$ 567.400,00 ",Em Obra
Habitação,Porangaba,Município,Elaboração de Plano Local de Habitação,set/07," R$ 31.000,00 ",Em licitação da obra
Habitação,Porto Feliz,Município,Elaboração de Plano Local de Habitação,set/07," R$ 71.600,00 ",Concluída
Habitação,Porto Ferreira,Município,Assistência Técnica - sede do município,1/8/2010," R$ 35.800,00 ",Ações Preparatórias
Habitação,Porto Ferreira,Município,Assistência Técnica - sede do município,set/07," R$ 35.800,00 ",Em licitação da obra
Habitação,Porto Ferreira,Município,Elaboração de Plano Local de Habitação,set/07," R$ 71.700,00 ",Concluída
Habitação,Porto Ferreira,Município,Lotes Urbanizados - Parque Residencial José Gomes,set/07," R$ 944.800,00 ",Em licitação da obra
Habitação,Porto Ferreira,Município,Provisão Habitacional - Favela do Anésia,1/8/2010," R$ 359.100,00 ",Em licitação da obra
Habitação,Praia Grande,Município,Elaboração de Plano Local de Habitação,set/07," R$ 78.800,00 ",Concluída
Habitação,Praia Grande,Município,Provisão Habitacional - Terrenos do Campo,1/8/2010," R$ 255.500,00 ",Em Obra
Habitação,Praia Grande,Município,Urbanização - Caieiras - Nova Mirim,1/8/2010," R$ 5.743.800,00 ",Ações Preparatórias
Habitação,Praia Grande,Município,"Urbanização - Vila Mirim III, Caieiras, Telvo, Melvi, Jardim Real e Princesa",11/7/2010," R$ 154.890.000,00 ",Em Obra
Habitação,Presidente Epitácio,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 67.400,00 ",Em Execução
Habitação,Presidente Epitácio,Município,Provisão Habitacional - Vila do Casquinha,1/8/2010," R$ 521.800,00 ",Ações Preparatórias
Habitação,Presidente Venceslau,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 61.200,00 ",Ações Preparatórias
Habitação,Presidente Venceslau,Município,Isabel Lugan,1/8/2010," R$ 541.400,00 ",Ações Preparatórias
Habitação,Quadra,Município,Elaboração de Plano Local de Habitação,set/07," R$ 30.900,00 ",Em Execução
Habitação,Quintana,Município,Provisão Habitacional - sede do município,1/8/2010," R$ 502.300,00 ",Em Obra
Habitação,Registro,Município,Elaboração de Plano Local de Habitação,set/09," R$ 66.200,00 ",Ações Preparatórias
Habitação,Ribeirão Branco,Município,Elaboração de Plano Local de Habitação,set/09," R$ 31.600,00 ",Ações Preparatórias
Habitação,Ribeirão Branco,Município,Provisão Habitacional - Distrito de Campina de Fora,1/8/2010," R$ 633.100,00 ",Em Obra
Habitação,Ribeirão Corrente,Município,Provisão Habitacional,1/8/2010," R$ 467.700,00 ",Em Obra
Habitação,Ribeirão do Sul,Município,Assistência Técnica - sede do município,1/8/2010," R$ 31.000,00 ",Em licitação da obra
Habitação,Ribeirão Grande,Município,Provisão Habitacional - sede do município,1/8/2010," R$ 438.100,00 ",Em Obra
Habitação,Ribeirão Preto,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 71.700,00 ",Em Execução
Habitação,Ribeirão Preto,Estado,Provisão Habitacional - Rua André Ricciardi,1/8/2010," R$ 15.423.900,00 ",Ações Preparatórias
Habitação,Ribeirão Preto,Estado,Urbanização de Favelas,6/7/2010," R$ 37.684.600,00 ",Em Obra
Habitação,Rio Claro,Município,Desenvolvimento Institucional,dez/09," R$ 400.000,00 ",Não Contratado
Habitação,Rio Claro,Município,Elaboração de Plano Local de Habitação,set/09," R$ 66.200,00 ",Ações Preparatórias
Habitação,Rio Claro,Município,Provisão Habitacional - Bairro Jardim Novo I,set/07," R$ 2.305.800,00 ",Em licitação da obra
Habitação,Rio Claro,Município,Provisão Habitacional - Jardim Santa Maria II,dez/09," R$ 19.800.000,00 ",Não Contratado
Habitação,Riolândia,Município,Provisão Habitacional - Loteamento Residencial Beira Rio,1/8/2010," R$ 523.800,00 ",Em Obra
Habitação,Roseira,Município,Provisão Habitacional - Residencial Lisboa,1/8/2010," R$ 267.400,00 ",Em Obra
Habitação,Sabino,Município,Provisão Habitacional - Sítio Santa Maria,1/8/2010," R$ 521.600,00 ",Ações Preparatórias
Habitação,Salto,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 55.000,00 ",Em Execução
Habitação,Santa Albertina,Município,Provisão Habitacional - sede do município,1/8/2010," R$ 500.700,00 ",Concluída
Habitação,Santa Bárbara d’Oeste,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 65.900,00 ",Em licitação da obra
Habitação,Santa Bárbara d’Oeste,Entidade,Produção Social da Moradia - Construção de unidades habitacionais,abr/09," R$ 4.493.600,00 ",Não Contratado
Habitação,Santa Bárbara d’Oeste,Município,Provisão Habitacional - sede do município,1/8/2010," R$ 175.800,00 ",Ações Preparatórias
Habitação,Santa Bárbara d’Oeste,Município,Urbanização - sede do município,set/07," R$ 3.919.500,00 ",Em Obra
Habitação,Santa Clara d’Oeste,Município,Meu,1/8/2010," R$ 460.800,00 ",Ações Preparatórias
Habitação,Santa Fé do Sul,Município,Provisão Habitacional - Estrada Boiadeira Chácaras 191 e 192,out/07," R$ 2.000.000,00 ",Em Obra
Habitação,Santa Fé do Sul,Município,Provisão Habitacional - sede do município,1/8/2010," R$ 516.900,00 ",Em Obra
Habitação,Santa Rosa de Viterbo,Município,Elaboração de Plano Local de Habitação,set/09," R$ 62.600,00 ",Ações Preparatórias
Habitação,Santa Salete,Município,Elaboração de Plano Local de Habitação,set/07," R$ 33.000,00 ",Em Execução
Habitação,Santana da Ponte Pensa,Município,Provisão Habitacional - terrenos esparsos na sede do município,1/8/2010," R$ 489.700,00 ",Em Obra
Habitação,Santana de Parnaíba,Município,Elaboração de Plano Local de Habitação,set/09," R$ 81.400,00 ",Ações Preparatórias
Habitação,Santo Anastácio,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 41.200,00 ",Em Execução
Habitação,Santo André,Município,Urbanização - Alzira Franco - 2ª Etapa,6/7/2010," R$ 31.696.800,00 ",Em Obra
Habitação,Santo André,Município,Graciliano Ramos,1/8/2010," R$ 4.764.900,00 ",Ações Preparatórias
Habitação,Santo André,Município,Urbanização - Favela Espírito Santo I e II,6/7/2010," R$ 29.370.500,00 ",Em Obra
Habitação,Santo André,Estado,Urbanização - Jardim Santo André,6/7/2010," R$ 36.238.100,00 ",Em Obra
Habitação,Santo André,Estado,Urbanização - Jardim Santo André - Etapa 2,11/9/2010," R$ 17.192.100,00 ",Ações Preparatórias
Habitação,Santo André,Estado,Urbanização - Jardim Santo André - Etapa 2,dez/09," R$ 20.611.900,00 ",Não Contratado
Habitação,Santo André,Município,Urbanização - Núcleo Gamboa - remoção,11/9/2010," R$ 2.778.100,00 ",Ações Preparatórias
Habitação,Santo André,Município,Urbanização - Núcleo Sacadura Cabral,11/9/2010," R$ 1.698.200,00 ",Ações Preparatórias
Habitação,Santo André,Estado,Urbanização - Pintassilgo - Rodo e Billings,6/7/2010," R$ 19.661.600,00 ",Em Obra
Habitação,Santos,Município,Elaboração de Plano Local de Habitação,set/07," R$ 71.700,00 ",Em Execução
Habitação,Santos,Estado,Urbanização - CDHU - Vila Alemoa,out/08," R$ 57.666.100,00 ",Ações Preparatórias
Habitação,Santos,Município,Urbanização - Dique da Vila Gilda,6/7/2010," R$ 71.185.000,00 ",Ações Preparatórias
Habitação,Santos,Município,Criadores,6/7/2010," R$ 71.593.600,00 ",Ações Preparatórias
Habitação,Santos,Estado,Urbanização - Reassentamento Vila Alemoa,11/9/2010," R$ 15.760.400,00 ",Ações Preparatórias
Habitação,Santos,Estado,Urbanização - Vila Alemoa,6/7/2010," R$ 16.179.400,00 ",Em Obra
Habitação,Santos,Município,Urbanização - Vila Gilda,6/7/2010," R$ 22.025.800,00 ",Em Obra
Habitação,São Bernardo do Campo,Município,Elaboração de Plano Local de Habitação,set/07," R$ 65.900,00 ",Ações Preparatórias
Habitação,São Bernardo do Campo,Município,"Provisão Habitacional - Bacia Alverangas e Ribeirão das Lavras, Sitio Bom Jesus",fev/09," R$ 71.083.900,00 ",Em Obra
Habitação,São Bernardo do Campo,Município,Provisão Habitacional - sede do município,set/07," R$ 25.194.800,00 ",Ações Preparatórias
Habitação,São Bernardo do Campo,Município,Urbanização,11/9/2010," R$ 14.890.600,00 ",Ações Preparatórias
Habitação,São Bernardo do Campo,Município,Reassentamento das famílias envolvidas no Programa PTU / SBC,6/7/2010," R$ 39.722.600,00 ",Ações Preparatórias
Habitação,São Bernardo do Campo,Município,Urbanização - Jardim Esmeralda,11/9/2010," R$ 46.367.400,00 ",Ações Preparatórias
Habitação,São Bernardo do Campo,Município,Urbanização - Jardim Silvina / Oleoduto,11/9/2010," R$ 59.975.100,00 ",Ações Preparatórias
Habitação,São Bernardo do Campo,Município,Urbanização - Parque São Bernardo - 2ª,6/7/2010," R$ 15.508.700,00 ",Ações Preparatórias
Habitação,São Bernardo do Campo,Município,Urbanização - Parque São Bernardo / Alto da,dez/09," R$ 51.478.500,00 ",Não Contratado
Habitação,São Bernardo do Campo,Estado,Bela Vista / Novo Parque - 3º Etapa Urbanização - Vila Ferreira,dez/09," R$ 25.267.400,00 ",Não Contratado
Habitação,São Carlos,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 66.500,00 ",Em Execução
Habitação,São Carlos,Município,"Provisão Habitacional - Cidade Aracy, Rua 56, Lote 5435, Quadra 55",abr/08," R$ 1.400.000,00 ",Em Obra
Habitação,São Carlos,Município,"Provisão Habitacional - Cidade Aracy, Rua 56, Lote 5434, Quadra 27",abr/08," R$ 1.624.000,00 ",Em Obra
Habitação,São Carlos,Município,Provisão Habitacional - Santa Eudóxia,abr/08," R$ 2.212.000,00 ",Em Obra
Habitação,São Carlos,Município,Provisão Habitacional - São Carlos VIII / Avenida Dom Rui Serra,abr/08," R$ 756.000,00 ",Em Obra
Habitação,São Carlos,Município,"Provisão Habitacional - São Carlos VIII, Avenida Capitão Luiz Brandão",abr/08," R$ 830.500,00 ",Em Obra
Habitação,São Carlos,Município,Urbanização - Loteamento Presidente Fernando Collor de Mello,set/07," R$ 534.500,00 ",Em Obra
Habitação,São João da Boa Vista,Município,Lotes Urbanizados - Jardim Azaléias,set/07," R$ 1.270.300,00 ",Em Obra
Habitação,São José do Rio Pardo,Município,Elaboração de Plano Local de Habitação,set/09," R$ 66.200,00 ",Ações Preparatórias
Habitação,São José do Rio Preto,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 71.700,00 ",Em licitação da obra
Habitação,São José do Rio Preto,Município,Provisão Habitacional - Residencial Jardim,1/8/2010," R$ 1.339.000,00 ",Ações Preparatórias
Habitação,São Lourenço da Serra,Município,Elaboração de Plano Local de Habitação,set/07," R$ 30.900,00 ",Em Execução
Habitação,São Paulo,Estado,Elaboração de Plano Local de Habitação,1/8/2010," R$ 1.004.200,00 ",Em Execução
Habitação,São Paulo,Entidade,Produção Social da Moradia - Construção de unidades habitacionais,abr/09," R$ 2.276.000,00 ",Não Contratado
Habitação,São Paulo,Estado,Provisão Habitacional - Brasilândia,set/07," R$ 12.883.400,00 ",Em Obra
Habitação,São Paulo,Estado,Provisão Habitacional - CDHU - Conjuntos,set/07," R$ 130.600.000,00 ",Ações Preparatórias
Habitação,São Paulo,Estado,Provisão Habitacional - Edifício Prestes Maia,1/8/2010," R$ 22.306.700,00 ",Em licitação da obra
Habitação,São Paulo,Município,Provisão Habitacional - Jardim Celeste,1/8/2010," R$ 6.733.100,00 ",Em Obra
Habitação,São Paulo,Estado,"Urbanização - Área Central, Anel Entorno",6/7/2010," R$ 94.018.300,00 ",Em Obra
Habitação,São Paulo,Estado,Urbanização - Billings / Guarapiranga,6/7/2010," R$ 743.669.700,00 ",Em Obra
Habitação,São Paulo,Estado,Urbanização - Chácara Bela Vista,dez/09," R$ 97.403.800,00 ",Não Contratado
Habitação,São Paulo,Estado,Urbanização - Chácara Bela Vista,6/7/2010," R$ 48.100.800,00 ",Em Obra
Habitação,São Paulo,Município,Urbanização - Favela Sapé,11/9/2010," R$ 68.706.600,00 ",Ações Preparatórias
Habitação,São Paulo,Município,"Urbanização - Heliópolis Glebas A, N, G e K",6/7/2010," R$ 203.115.400,00 ",Em Obra
Habitação,São Paulo,Município,Urbanização - Jardim São Francisco - Rodoanel,6/7/2010," R$ 159.414.400,00 ",Em Obra
Habitação,São Paulo,Município,Urbanização - Paraisópolis,6/7/2010," R$ 238.214.500,00 ",Em Obra
Habitação,São Paulo,Estado,Urbanização - Paraisópolis,6/7/2010," R$ 80.624.300,00 ",Em Obra
Habitação,São Paulo,Estado,Urbanização - Piqueri / Joaquim da C. Miranda,dez/09," R$ 20.476.900,00 ",Não Contratado
Habitação,São Paulo,Estado,Urbanização - Vila Brasilândia,11/9/2010," R$ 15.589.300,00 ",Ações Preparatórias
Habitação,São Paulo,Estado,Urbanização - Vila Brasilândia,dez/09," R$ 23.984.600,00 ",Não Contratado
Habitação,São Roque,Município,Urbanização - Bairro Goiana,set/07," R$ 4.825.200,00 ",Ações Preparatórias
Habitação,São Sebastião,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 83.500,00 ",Ações Preparatórias
Habitação,São Sebastião,Município,Urbanização - Vila Queiroz Galvão,set/07," R$ 1.423.300,00 ",Ações Preparatórias
Habitação,São Vicente,Município,Elaboração de Plano Local de Habitação,set/07," R$ 74.700,00 ",Concluída
Habitação,São Vicente,Estado,Urbanização - CDHU - México 70,out/08," R$ 9.500.000,00 ",Ações Preparatórias
Habitação,São Vicente,Município,Urbanização - Jóquei / Bairro Cidadão,6/7/2010," R$ 19.212.300,00 ",Em Obra
Habitação,São Vicente,Estado,"Urbanização - México 70, Bairro Saquaré, Vila Margarida",6/7/2010," R$ 7.079.300,00 ",Em licitação da obra
Habitação,São Vicente,Município,Urbanização - PEP México 70 Saquaré à Parque Bitaru / Jardim Rio Branco/ Saquaré,6/7/2010," R$ 84.515.700,00 ",Em Obra
Habitação,Serrana,Município,Elaboração de Plano Local de Habitação,set/09," R$ 62.600,00 ",Ações Preparatórias
Habitação,Sertãozinho,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 47.600,00 ",Em Execução
Habitação,Sete Barras,Município,Provisão Habitacional - Jardim Magário,1/8/2010," R$ 515.300,00 ",Ações Preparatórias
Habitação,Socorro,Município,Elaboração de Plano Local de Habitação,set/07," R$ 64.500,00 ",Em Execução
Habitação,Sorocaba,Município,Urbanização - jardins Ipiranga e Tropical,set/07," R$ 15.924.900,00 ",Ações Preparatórias
Habitação,Sumaré,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 65.900,00 ",Em Execução
Habitação,Sumaré,Município,Provisão Habitacional - sede do município,set/07," R$ 2.595.500,00 ",Ações Preparatórias
Habitação,Sumaré,Município,Urbanização - Córrego Pinheiro,11/9/2010," R$ 9.063.500,00 ",Ações Preparatórias
Habitação,Sumaré,Município,Urbanização - sede do município,1/8/2010," R$ 5.720.200,00 ",Ações Preparatórias
Habitação,Suzano,Município,Assistência Técnica - Jardim Gardênia Azul,set/07," R$ 50.000,00 ",Ações Preparatórias
Habitação,Suzano,Município,Assistência Técnica - Jardim Gardênia Azul,set/07," R$ 25.000,00 ",Ações Preparatórias
Habitação,Suzano,Município,Assistência Técnica - sede do município,set/07," R$ 50.000,00 ",Ações Preparatórias
Habitação,Suzano,Município,Elaboração de Plano Local de Habitação,set/07," R$ 75.000,00 ",Ações Preparatórias
Habitação,Tabapuã,Município,Provisão Habitacional - sede do município,1/8/2010," R$ 529.600,00 ",Em Obra
Habitação,Tabatinga,Município,Provisão Habitacional - Vila Santa Cruz,1/8/2010," R$ 518.500,00 ",Em licitação da obra
Habitação,Taboão da Serra,Município,Assistência Técnica - Bairro Parque Albina,1/8/2010," R$ 38.500,00 ",Em Execução
Habitação,Taboão da Serra,Município,Assistência Técnica - Jardim Salete,set/07," R$ 24.000,00 ",Em Execução
Habitação,Taboão da Serra,Município,Assistência Técnica - Parque das Lagunas,set/07," R$ 40.000,00 ",Em Execução
Habitação,Taboão da Serra,Município,Assistência Técnica - Parque Laguna,set/07," R$ 40.000,00 ",Em Execução
Habitação,Taboão da Serra,Município,Assistência Técnica - Parque Pirajussara,set/07," R$ 36.000,00 ",Ações Preparatórias
Habitação,Taboão da Serra,Município,Assistência Técnica - sede do município,1/8/2010," R$ 51.100,00 ",Em Execução
Habitação,Taboão da Serra,Município,Assistência Técnica - sede do município,1/8/2010," R$ 38.500,00 ",Em Execução
Habitação,Taboão da Serra,Município,Assistência Técnica - sede do município,1/8/2010," R$ 51.100,00 ",Em Execução
Habitação,Taboão da Serra,Município,Assistência Técnica - sede do município,1/8/2010," R$ 51.100,00 ",Em Execução
Habitação,Taboão da Serra,Município,Assistência Técnica - sede do município,1/8/2010," R$ 51.100,00 ",Em Execução
Habitação,Taboão da Serra,Município,Assistência Técnica - sede do município,set/07," R$ 24.000,00 ",Em Execução
Habitação,Taboão da Serra,Município,Assistência Técnica - Sítio das Madres,set/07," R$ 36.000,00 ",Em Execução
Habitação,Taboão da Serra,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 66.500,00 ",Em licitação da obra
Habitação,Taboão da Serra,Município,Francisco Floreal Perez,1/8/2010," R$ 629.200,00 ",Ações Preparatórias
Habitação,Taboão da Serra,Município,Urbanização - Irati / Trianon / Jardim Record / Acampamento - 2ª Etapa,6/7/2010," R$ 18.437.200,00 ",Em Obra
Habitação,Taiaçu,Município,Provisão Habitacional - São Benedito,1/8/2010," R$ 188.800,00 ",Ações Preparatórias
Habitação,Tambaú,Município,Assistência Técnica - sede do município,1/8/2010," R$ 22.000,00 ",Em Execução
Habitação,Tambaú,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 57.700,00 ",Em Execução
Habitação,Tanabi,Município,Elaboração de Plano Local de Habitação,set/07," R$ 59.800,00 ",Em Execução
Habitação,Tanabi,Município,Provisão Habitacional - Bairro Sítio do Estado,1/8/2010," R$ 514.800,00 ",Em Obra
Habitação,Tanabi,Município,Urbanização - Bairro Sítio do Estado,set/07," R$ 3.652.200,00 ",Em Obra
Habitação,Taquaral,Município,Provisão Habitacional - Rua São Bom Jesus,1/8/2010," R$ 232.800,00 ",Em Obra
Habitação,Taquarituba,Município,Elaboração de Plano Local de Habitação,set/09," R$ 62.700,00 ",Ações Preparatórias
Habitação,Tatuí,Município,Elaboração de Plano Local de Habitação,set/07," R$ 72.000,00 ",Em Execução
Habitação,Tatuí,Município,Provisão Habitacional - bairros Jardim Europa e Fundação Manoel Guedes,set/07," R$ 1.862.500,00 ",Em Obra
Habitação,Teodoro Sampaio,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 61.800,00 ",Em Execução
Habitação,Torre de Pedra,Município,Elaboração de Plano Local de Habitação,set/07," R$ 32.500,00 ",Em Execução
Habitação,Três Fronteiras,Município,Provisão Habitacional - gleba 3,1/8/2010," R$ 374.300,00 ",Em Obra
Habitação,Tupã,Município,Elaboração de Plano Local de Habitação,set/09," R$ 66.500,00 ",Ações Preparatórias
Habitação,Turmalina,Município,Provisão Habitacional - Loteamento Residencial Turmalina I,1/8/2010," R$ 369.600,00 ",Em Obra
Habitação,Ubatuba,Município,Elaboração de Plano Local de Habitação,set/09," R$ 66.200,00 ",Ações Preparatórias
Habitação,Ubatuba,Município,Provisão Habitacional - Bairro Estufa II,set/07," R$ 272.100,00 ",Em licitação da obra
Habitação,Urânia,Município,Elaboração de Plano Local de Habitação,set/07," R$ 33.000,00 ",Em Execução
Habitação,Uru,Município,Provisão Habitacional - sede do município,1/8/2010," R$ 262.800,00 ",Concluída
Habitação,Valinhos,Município,Elaboração de Plano Local de Habitação,set/09," R$ 66.200,00 ",Ações Preparatórias
Habitação,Vargem Grande do Sul,Município,Assistência Técnica - sede do município,1/8/2010," R$ 39.000,00 ",Em Execução
Habitação,Vargem Grande do Sul,Município,Elaboração de Plano Local de Habitação,set/09," R$ 62.600,00 ",Ações Preparatórias
Habitação,Vargem Grande Paulista,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 68.000,00 ",Ações Preparatórias
Habitação,Várzea Paulista,Município,Assistência Técnica - Cidade Nova II,1/8/2010," R$ 46.700,00 ",Em Execução
Habitação,Várzea Paulista,Município,Elaboração de Plano Local de Habitação,set/07," R$ 71.700,00 ",Em Execução
Habitação,Várzea Paulista,Município,Lotes Urbanizados - Cidade Nova II,1/8/2010," R$ 849.200,00 ",Em licitação da obra
Habitação,Várzea Paulista,Município,Urbanização - Vila Real,11/9/2010," R$ 16.968.300,00 ",Não Contratado
Habitação,Várzea Paulista,Município,Urbanização - Vila Real,set/07," R$ 14.441.100,00 ",Em Obra
Habitação,Vinhedo,Município,Elaboração de Plano Local de Habitação,set/07," R$ 74.900,00 ",Concluída
Habitação,Votorantim,Município,Elaboração de Plano Local de Habitação,set/09," R$ 66.200,00 ",Ações Preparatórias
Habitação,Votorantim,Município,Provisão Habitacional - Favela Jardim Archilla,set/07," R$ 1.813.400,00 ",Em Obra
Habitação,Votorantim,Município,Urbanização - Favela do Jardim Serrano,dez/09," R$ 21.052.600,00 ",Não Contratado
Habitação,Votuporanga,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 57.400,00 ",Em Execução
Habitação,Votuporanga,Município,Provisão Habitacional - Vila Residencial Hermínio Roque Favaro,1/8/2010," R$ 791.900,00 ",Em licitação da obra
Habitação,Zacarias,Município,Provisão Habitacional - sede do município,1/8/2010," R$ 332.300,00 ",Em Obra
